,Price,Zip,Longitude,Latitude,Acres,Tax,Year_built,Bedrooms,Bathrooms,Sqrt_ft,Garage,Kitchen,Fire_places,Floor,HOA
2814,655000.0,85718,-110.924929,32.304277,1.18,4921.18,1959,4,5.0,3726.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Mexican Tile",0.0
2816,675000.0,85718,-110.954916,32.312817,1.05,5513.4,1988,4,4.0,3622.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",2.0,"Ceramic Tile, Wood",5.0
2817,674000.0,85739,-110.858476,32.543598,0.34,4423.6,2012,2,3.0,2681.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Ceramic Tile, Wood",165.0
2818,645000.0,85739,-110.869624,32.549337,0.19,4388.56,1998,3,3.0,3555.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",165.0
2819,675000.0,85750,-110.812525,32.275264,0.51,6033.62,1984,5,4.0,4010.0,2.0,"Dishwasher, Microwave, Oven",1.0,"Ceramic Tile, Concrete, Wood",37.0
2820,665000.0,85739,-110.858031,32.551761,0.32,4742.96,2007,3,4.0,2958.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Other",165.0
2821,675000.0,85745,-111.04071,32.215874,1.52,10732.0,2003,3,3.0,3368.0,3.0,"Dishwasher, Refrigerator",2.0,"Carpet, Concrete",14.0
2822,658000.0,85718,-110.94357,32.312132,1.19,3862.78,1976,3,3.0,2684.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: ., Oven: .",2.0,Ceramic Tile,0.0
2823,625000.0,85749,-110.774409,32.240118,3.69,6557.0,2008,5,3.0,4106.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3.0,"Carpet, Natural Stone",42.0
2824,655000.0,85742,-111.058599,32.396521,4.01,5715.47,2015,4,4.0,3401.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless steel, Oven: Gas",1.0,"Carpet, Ceramic Tile",0.0
2825,650000.0,85737,-110.975915,32.384718,1.29,6518.24,1980,4,3.0,3335.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Closet, Wet Bar, Appliance Color: Stainless, Microwave: built-in, Oven: built-in",2.0,"Carpet, Mexican Tile, Natural Stone, Wood",0.0
2826,665000.0,85737,-111.008899,32.421979,0.7,6891.29,2015,4,4.0,3780.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: GE",1.0,"Carpet, Ceramic Tile, Laminate",62.5
2827,640000.0,85749,-110.707305,32.248694,3.8,7764.25,1977,5,5.0,4915.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite",2.0,"Carpet, Ceramic Tile",19.0
2828,675000.0,85737,-110.990607,32.400995,0.81,7488.6,2002,3,4.0,3017.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,"Ceramic Tile, Laminate",65.0
2829,660000.0,85718,-110.939249,32.327404,2.2,6910.02,1991,4,4.0,3436.0,3.0,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: built in, Oven: wall oven",4.0,"Carpet, Natural Stone, Wood",8.0
2831,646000.0,85750,-110.857701,32.314929,1.04,6212.06,1979,5,4.0,3450.0,3.0,"Dishwasher, Double Sink, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: granite, Oven: double",2.0,"Carpet, Mexican Tile",44.0
2832,670000.0,85737,-110.990953,32.402499,0.89,8325.33,1996,3,4.0,3306.0,3.0,"Dishwasher, Gas Range, Refrigerator, Reverse Osmosis, Water Purifier, Microwave: -, Oven: -",0.0,"Carpet, Ceramic Tile",0.0
2833,657000.0,85718,-110.885614,32.33016,0.79,6016.39,1977,3,2.0,2917.0,2.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Corain, Microwave: Stainless, Oven: Stainless",1.0,"Carpet, Ceramic Tile, Vinyl",258.0
2834,675000.0,85755,-111.008689,32.432018,4.78,6964.99,1991,5,4.0,4034.0,3.0,"Dishwasher, Refrigerator",1.0,"Carpet, Natural Stone",0.0
2835,660000.0,85718,-110.937293,32.346502,0.84,6356.16,1991,4,3.0,2991.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Countertops: quartz, tile",2.0,"Carpet, Mexican Tile",100.0
2836,650000.0,85658,-111.089825,32.458965,0.59,9357.7,2005,4,4.0,3541.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Ceramic Tile",87.66
2838,661000.0,85730,-110.742643,32.176249,3.31,6083.11,2003,6,4.0,3314.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: double oven",1.0,"Carpet, Wood, Other: travertine",0.0
2839,670000.0,85718,-110.935057,32.346051,0.92,6113.01,1983,4,3.0,3055.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3.0,Natural Stone,100.0
2840,666000.0,85755,-110.97551,32.424791,1.45,7897.27,2003,4,4.0,3041.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: ., Oven: .",2.0,"Carpet, Ceramic Tile",42.38
2842,630000.0,85718,-110.902185,32.332838,0.99,5452.02,1979,3,3.0,2622.0,2.0,"Dishwasher, Gas Range, Appliance Color: Stainless",1.0,"Carpet, Ceramic Tile",0.0
2843,650000.0,85739,-110.86109,32.534363,0.2,3990.72,2003,3,4.0,2920.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: stainless built-in, Oven: stainless built-in",2.0,"Carpet, Ceramic Tile",199.0
2844,675000.0,85658,-111.087307,32.463786,0.45,9850.52,2007,4,4.0,4167.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: GRANITE, Microwave: BUILT IN, Oven: DOUBLE OVENS",1.0,"Carpet, Ceramic Tile, Other: NEW WOOD PLANK TILE",113.0
2845,645000.0,85718,-110.900887,32.316865,0.49,6822.96,2002,3,3.0,3052.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: granite, Microwave: yes, Oven: yes",1.0,"Carpet, Ceramic Tile",80.0
2846,665000.0,85755,-110.987085,32.426147,0.46,6171.26,2005,3,3.0,2957.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: -, Oven: -",1.0,Ceramic Tile,18.0
2847,687000.0,85704,-110.984397,32.330803,0.8,7613.0,2014,4,4.0,3492.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite, Microwave: Satinless, Oven: stainless",1.0,"Carpet, Ceramic Tile, Natural Stone",0.0
2848,665000.0,85750,-110.865043,32.280685,1.63,6191.36,1986,4,3.0,3794.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Microwave: stainless, Oven: Double",2.0,"Carpet, Mexican Tile",0.0
2850,660000.0,85750,-110.849338,32.280541,0.32,4450.0,1985,2,3.0,2498.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: GRANITE, Microwave: STAINLESS, Oven: STAINLESS",1.0,"Carpet, Ceramic Tile",110.0
2851,610000.0,85718,-110.954134,32.322076,0.96,5498.57,2009,4,3.0,2539.0,2.0,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: stainless, Oven: stainless",2.0,"Carpet, Ceramic Tile",5.0
2852,650000.0,85750,-110.86914,32.322179,0.48,7132.0,1998,4,3.0,3072.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Carpet, Concrete, Natural Stone",58.0
2853,675000.0,85704,-110.977507,32.376745,4.78,9355.09,1978,5,6.0,3344.0,4.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar, Appliance Color: Black, Countertops: Formica, Microwave: Built-in, Oven: Built-In",4.0,"Carpet, Ceramic Tile",0.0
2855,650000.0,85748,-110.754321,32.234271,4.0,6548.35,2005,4,3.0,3118.0,3.0,"Dishwasher, Double Sink, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Included, Oven: Double Stacked",1.0,"Carpet, Ceramic Tile",0.0
2856,665000.0,85718,-110.909489,32.331905,0.7,6819.16,1971,5,4.0,3580.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Appliance Color: Stainless, Countertops: Granite, Microwave: Yes, Oven: Yes",1.0,"Carpet, Natural Stone, Wood, Other: Travertine",6.0
2857,645000.0,85742,-111.028247,32.411534,0.9,6469.37,2003,5,4.0,3152.0,2.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: granite, Microwave: wall, Oven: wall with convection",2.0,"Carpet, Ceramic Tile, Concrete",0.0
2861,659747.0,85737,-110.943903,32.414807,0.87,7488.22,1999,3,3.0,3268.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",75.0
2862,655000.0,85755,-110.987099,32.42963,0.51,6410.55,2000,5,4.0,3378.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",18.0
2863,630000.0,85755,-110.991336,32.426865,0.84,5739.0,2005,4,4.0,3541.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Ceramic Tile",79.0
2864,650000.0,85718,-110.908281,32.317981,0.17,7671.98,1992,5,3.0,3058.0,2.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-In, Oven: Built-In",2.0,"Carpet, Natural Stone",350.0
2865,620000.0,85718,-110.928779,32.309877,1.45,7868.88,1976,6,4.0,4880.0,1.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Reverse Osmosis, Appliance Color: Stainless, Countertops: Colored concrete",3.0,"Carpet, Mexican Tile",20.0
2866,657500.0,85749,-110.779213,32.307961,0.62,7176.3,2006,3,3.0,2567.0,2.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Missing: Wine Cooler",1.0,"Ceramic Tile, Wood",183.0
2867,678000.0,85742,-111.024568,32.421816,5.0,12550.13,1991,5,4.0,5363.0,4.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite",1.0,Mexican Tile,0.0
2868,675000.0,85755,-110.989912,32.430832,0.82,6812.71,2004,4,3.0,2987.0,3.0,"Dishwasher, Garbage Disposal",1.0,"Carpet, Ceramic Tile",18.0
2869,674500.0,85718,-110.959251,32.301293,1.28,5495.42,1994,4,3.0,3800.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",1.0,"Carpet, Ceramic Tile",0.0
2870,645000.0,85718,-110.946563,32.298054,1.18,4235.61,1970,4,4.0,3100.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",72.0
2871,625000.0,85718,-110.951114,32.313546,0.69,5915.24,1983,5,4.0,3545.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Concrete",4.0
2872,674492.0,85629,-110.935958,31.870701,1.07,323.17,2019,3,4.0,3292.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Ceramic Tile",50.0
2873,664000.0,85718,-110.919763,32.33623,1.05,5402.93,1982,4,3.0,3149.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",3.0,"Carpet, Other",11.0
2874,655000.0,85737,-110.968769,32.396575,0.5,5558.84,2002,3,3.0,2842.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Ceramic Tile,21.0
2875,655000.0,85718,-110.952059,32.33531,1.01,5620.47,1997,6,4.0,4120.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: Over Range, Oven: Gas",1.0,"Carpet, Concrete, Natural Stone, Wood",0.0
2877,650000.0,85622,-111.010316,31.841024,0.93,5746.4,2006,3,5.0,3121.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",1.0,"Carpet, Mexican Tile",85.0
2878,650000.0,85743,-111.090229,32.312627,3.34,6556.0,2004,4,4.0,4000.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Ceramic Tile, Wood",40.0
2879,655000.0,85750,-110.839437,32.314079,0.83,4832.0,1991,5,4.0,3483.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",65.0
2881,670000.0,85749,-110.791453,32.307153,1.07,3910.59,2013,4,3.0,3225.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Natural Stone",25.0
2882,650000.0,85737,-110.966145,32.408282,0.78,6267.37,2011,3,3.0,2822.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Concrete",75.0
2883,660000.0,85755,-110.984011,32.425829,1.2,6462.0,2000,4,3.0,3130.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",73.0
2884,642000.0,85719,-110.936264,32.243923,0.26,3363.31,1961,4,4.0,3170.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Concrete, Wood, Other",0.0
2885,650000.0,85623,-110.91859,32.587243,0.2,2880.5,2012,3,4.0,2938.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",168.0
2886,660000.0,85755,-110.949152,32.454045,0.65,6720.03,1998,4,3.0,2802.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Countertops: Granite",2.0,"Carpet, Ceramic Tile",45.0
2887,659200.0,85750,-110.853531,32.289969,0.8,6333.47,1986,3,2.0,2964.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: granite & corine, Microwave: ., Oven: .Double",1.0,"Carpet, Natural Stone",130.0
2888,667500.0,85737,-110.982607,32.387639,0.67,4548.0,1973,4,4.0,3137.0,2.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: granite, Microwave: SS, Oven: SS",2.0,"Carpet, Natural Stone",8.0
2889,650000.0,85712,-110.876496,32.263616,0.24,6411.59,2000,3,2.0,2167.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: custom concrete, Microwave: built-in",3.0,Concrete,32.0
2890,655000.0,85718,-110.890222,32.288302,1.05,3976.02,1974,3,3.0,2660.0,2.0,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave, Oven: Oven",1.0,Concrete,0.0
2891,625000.0,85718,-110.90746,32.331791,0.82,5002.9,1968,5,4.0,3779.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile",5.0
2892,660000.0,85750,-110.841911,32.316415,0.14,5027.88,1993,3,3.0,2526.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Ceramic Tile, Mexican Tile",325.0
2893,651000.0,85718,-110.897553,32.318449,0.0,5220.0,2002,4,3.0,3121.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",80.0
2894,665000.0,85755,-110.979953,32.429152,1.25,5834.0,1998,4,3.0,3102.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",24.0
2895,640500.0,85750,-110.86229,32.330878,1.15,6675.86,1984,3,3.0,2732.0,2.0,"Dishwasher, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Electric",1.0,Ceramic Tile,233.33
2896,630000.0,85737,-110.946474,32.400149,0.39,8110.92,1996,3,4.0,3380.0,3.0,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Tile, Microwave: Counter top, Oven: Double Wall",2.0,"Carpet, Ceramic Tile",73.0
2897,669000.0,85718,-110.941692,32.330638,0.99,6316.1,1978,4,3.0,3328.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Butler, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in",3.0,"Carpet, Concrete, Mexican Tile",8.0
2898,658000.0,85743,-111.080803,32.316301,4.01,6488.8,2002,4,3.0,3059.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",62.0
2899,637500.0,85718,-110.891863,32.324967,0.0,1367.42,2012,3,4.0,2834.0,2.0,"Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile",149.0
2900,632000.0,85750,-110.864049,32.32246,0.47,4709.0,1994,4,3.0,3095.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Mexican Tile",40.0
2901,635000.0,85737,-110.987535,32.397914,0.72,7168.59,2003,4,3.0,3969.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Wood,45.0
2902,605000.0,85755,-110.979234,32.433795,0.55,5425.13,2001,4,3.0,3223.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Natural Stone",5.0
2903,629000.0,85750,-110.844902,32.325646,0.18,5195.04,2001,3,3.0,2936.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",112.0
2904,625000.0,85715,-110.86523,32.265295,0.78,5441.09,1963,3,4.0,2973.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Mexican Tile",48.0
2905,650000.0,85755,-110.984937,32.449452,0.26,7793.0,2016,4,3.0,3061.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",1.0,"Carpet, Ceramic Tile",135.0
2906,657000.0,85704,-110.983508,32.329512,0.87,5830.0,1999,4,2.0,3644.0,3.0,"Dishwasher, Double Sink, Gas Range, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: concrete, Microwave: included, Oven: Electric",1.0,Ceramic Tile,0.0
2907,612000.0,85718,-110.924653,32.336159,0.81,6350.94,1991,3,3.0,3177.0,2.0,"Desk, Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: White",2.0,"Carpet, Ceramic Tile, Laminate",11.0
2908,632000.0,85718,-110.906272,32.321309,0.52,7448.0,1992,3,4.0,3665.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Other, Countertops: Granite, Missing: Wine Frig, Microwave: ., Oven: .",2.0,"Carpet, Ceramic Tile",135.0
2909,630000.0,85750,-110.812666,32.278871,0.77,5669.74,1993,5,4.0,3724.0,2.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,Ceramic Tile,58.0
2910,638500.0,85737,-110.970662,32.396093,0.64,5363.78,2002,4,3.0,3207.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",21.0
2912,640000.0,85658,-111.093971,32.458792,0.56,8706.0,2007,4,3.0,3052.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,"Ceramic Tile, Wood",88.0
2913,667000.0,85749,-110.756841,32.30355,3.45,8584.3,1995,4,3.0,3670.0,3.0,"Electric Range, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite",4.0,"Carpet, Natural Stone",0.0
2914,625000.0,85614,-110.974513,31.836495,2.01,5605.0,2007,3,4.0,2857.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Natural Stone, Wood, Other",83.0
2916,580000.0,85614,-110.941555,31.879391,0.27,302.26,2014,2,3.0,2686.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,"Carpet, Ceramic Tile",158.0
2918,625000.0,85742,-111.021498,32.351042,0.57,4284.0,1973,3,3.0,3623.0,2.0,"Dishwasher, Garbage Disposal, Oven",2.0,"Carpet, Ceramic Tile, Mexican Tile",10.0
2919,655000.0,85718,-110.919751,32.305799,1.1,3728.0,1992,3,2.0,2125.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3.0,Concrete,3.0
2920,661000.0,85718,-110.911336,32.285677,0.54,7005.0,1997,4,3.0,3390.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",52.0
2921,650000.0,85718,-110.91087,32.286579,0.58,5679.0,1995,4,3.0,2724.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",45.0
2922,650000.0,85704,-110.982208,32.317996,2.08,6088.36,1978,5,3.0,3847.0,3.5,"Dishwasher, Garbage Disposal, Oven",2.0,Concrete,0.0
2923,650000.0,85755,-110.975509,32.424788,1.6,7004.03,2003,4,4.0,3041.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",34.0
2924,620000.0,85750,-110.853815,32.287964,1.03,4995.0,1992,3,2.0,2429.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",120.0
2925,654000.0,85718,-110.92765,32.302191,1.0,5782.07,1997,4,3.0,2770.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",0.0
2926,640000.0,85704,-110.970673,32.303114,1.15,5257.97,1964,4,3.0,3884.0,2.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: stone",2.0,"Concrete, Mexican Tile",0.0
