,Price,Zip,Longitude,Latitude,Acres,Tax,Year_built,Bedrooms,Bathrooms,Sqrt_ft,Garage,Kitchen,Fire_places,Floor,HOA
2680,640000.0,85755,-110.976968,32.434806,0.82,7743.0,2007,3,4.0,3575.0,5.0,"Dishwasher, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile",100.0
2681,680000.0,85739,-110.86056,32.551038,0.29,3558.0,2005,2,3.0,2681.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",129.0
2683,674000.0,85750,-110.87176,32.279109,0.61,4835.08,1994,3,3.0,2936.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Mexican Tile",14.0
2684,689000.0,85737,-110.980454,32.388238,0.81,6713.36,1968,3,3.0,3023.0,2.0,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: Granite/ Silstone, Microwave: Kenmore, Oven: Kenmore",2.0,"Carpet, Natural Stone, Wood",6.25
2685,650000.0,85718,-110.900005,32.292277,1.92,4189.67,1962,4,3.0,2702.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Carpet, Mexican Tile",5.0
2686,640000.0,85718,-110.909682,32.336545,0.26,6452.88,2000,3,3.0,2640.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Butler, Refrigerator, Appliance Color: Almond, Countertops: Tile, Oven: Double",1.0,"Ceramic Tile, Wood",92.0
2687,675000.0,85750,-110.844847,32.325818,0.17,4918.86,1996,3,2.0,2312.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless Viking, Oven: Stainless Viking",0.0,"Carpet, Ceramic Tile",142.0
2688,660000.0,85718,-110.928501,32.331442,0.55,6374.0,1992,4,3.0,3064.0,2.0,"Desk, Dishwasher, Electric Range, Garbage Disposal, Indoor Grill, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Wet Bar, Appliance Color: Black, Countertops: Formica, Microwave: -, Oven: -",2.0,"Carpet, Mexican Tile, Natural Stone",0.0
2691,654000.0,85718,-110.91143,32.297241,1.39,8874.43,1986,4,3.0,3700.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Almond",2.0,"Carpet, Mexican Tile",208.0
2692,675000.0,85750,-110.858396,32.324356,0.83,6572.8,1991,5,3.0,3533.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Appliance Color: Stainless",1.0,"Carpet, Ceramic Tile",43.0
2693,662000.0,85755,-110.978365,32.459123,0.78,8029.95,2008,5,4.0,3014.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",153.0
2694,640000.0,85743,-111.08694,32.318286,3.38,6150.0,2007,5,4.0,3485.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",29.0
2695,650000.0,85737,-110.978649,32.390226,0.57,6043.49,1979,3,3.0,3014.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Mexican Tile, Wood",6.0
2696,696000.0,85658,-111.056077,32.437058,3.3,2705.19,2016,4,3.0,2835.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Ceramic Tile",140.0
2697,675000.0,85737,-110.988927,32.404572,0.88,7505.99,2004,3,3.0,3119.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",45.0
2698,686000.0,85745,-111.066886,32.240494,1.74,8239.33,2005,5,4.0,4053.0,7.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Other",89.0
2699,665000.0,85750,-110.859227,32.320732,0.98,5217.0,1991,4,3.0,3122.0,3.0,"Dishwasher, Microwave, Oven",1.0,"Carpet, Ceramic Tile",41.0
2700,565000.0,85718,-110.878563,32.328612,1.15,6147.57,1973,5,5.0,4440.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile, Vinyl",179.0
2701,615000.0,85749,-110.729167,32.246789,0.88,3743.0,1999,5,3.0,3270.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Concrete,0.0
2702,640000.0,85742,-111.01862,32.35007,2.2,3619.0,1963,3,4.0,2888.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",10.0
2703,670000.0,85641,-110.6612,32.082528,2.93,7578.95,2007,4,4.0,4010.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",12.0
2704,675000.0,85749,-110.725574,32.295495,3.26,5782.0,1987,5,4.0,4037.0,7.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",0.0
2705,680000.0,85743,-111.081556,32.320073,3.31,6135.97,2000,4,3.0,3341.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",62.0
2706,670000.0,85718,-110.903055,32.317563,0.74,5647.23,2002,4,3.0,2952.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Wood",120.0
2707,680000.0,85658,-111.07205,32.43363,0.25,7955.0,2009,3,3.0,3333.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile",40.0
2708,685000.0,85718,-110.951055,32.302661,1.3,5764.0,2004,3,4.0,3078.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",6.0
2709,645000.0,85658,-111.088997,32.460254,0.73,9585.78,2005,3,4.0,3811.0,3.0,Dishwasher,1.0,"Carpet, Ceramic Tile",83.0
2710,670000.0,85742,-111.026297,32.359485,0.38,6992.19,1988,3,3.0,3063.0,2.5,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless",3.0,"Carpet, Natural Stone",83.0
2711,685000.0,85715,-110.86457,32.262062,0.94,6226.0,1977,5,3.0,3571.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Water Purifier, Appliance Color: White, Countertops: Granite, Oven: Double",3.0,"Carpet, Ceramic Tile, Wood",48.0
2714,685000.0,85718,-110.885261,32.295153,1.68,8201.8,1971,5,4.0,5716.0,2.0,"Gas Range, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Double SS",2.0,"Carpet, Ceramic Tile, Laminate",0.0
2715,665000.0,85755,-110.985097,32.466131,0.26,0.0,2018,3,3.0,1942.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: 2",2.0,"Carpet, Ceramic Tile",157.0
2716,680000.0,85749,-110.805738,32.268583,4.0,6012.56,1993,4,5.0,4060.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Pantry: Cabinet, Appliance Color: Black, Countertops: tile",2.0,"Carpet, Mexican Tile",0.0
2717,670000.0,85658,-111.068942,32.435015,0.23,7691.78,2013,4,3.0,2807.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Butler, Refrigerator, Reverse Osmosis, Wet Bar, Appliance Color: Stainless, Countertops: Labradorite Granite",2.0,Other: Porcelain,41.0
2718,640000.0,85629,-110.96039,31.86582,0.71,6370.52,2008,4,3.0,3140.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double-Stainless",2.0,"Carpet, Ceramic Tile",0.0
2719,675000.0,85718,-110.900196,32.321613,0.42,6421.39,2001,3,3.0,3080.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1.0,"Carpet, Ceramic Tile",80.0
2720,664000.0,85742,-111.025016,32.399406,3.32,6128.0,2001,4,3.0,3112.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,Concrete,0.0
2721,600000.0,85718,-110.939487,32.341818,1.17,4897.58,1982,3,2.0,2760.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",100.0
2722,665000.0,85755,-110.98213,32.451042,0.26,6352.69,2017,4,4.0,3676.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Double",0.0,"Carpet, Ceramic Tile",135.0
2723,635000.0,85737,-110.991533,32.402096,0.84,7828.29,2003,4,4.0,3685.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Other,65.0
2726,630000.0,85749,-110.723805,32.278647,3.75,4541.63,2007,3,3.0,3099.0,2.5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Other,84.0
2727,670000.0,85730,-110.7545,32.191308,3.21,5748.0,1995,3,4.0,2984.0,4.0,"Dishwasher, Garbage Disposal, Microwave, Oven",4.0,"Carpet, Mexican Tile",0.0
2728,667000.0,85718,-110.906693,32.293331,0.97,6978.4,2004,3,3.0,3395.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",2.0,Mexican Tile,0.0
2729,660000.0,85658,-111.093696,32.459473,0.68,8527.44,2007,3,3.0,3113.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Natural Stone",83.0
2730,650000.0,85750,-110.843645,32.30399,0.78,9284.88,1999,3,3.0,3453.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Appliance Color: Black, Microwave: GE, Oven: GE",2.0,"Carpet, Ceramic Tile",40.0
2731,680000.0,85730,-110.745616,32.167367,3.34,5854.0,2002,4,3.0,3402.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Drawer Built In, Oven: 2-Electric",1.0,"Carpet, Ceramic Tile",0.0
2732,650000.0,85718,-110.888436,32.326338,1.14,5967.56,1966,4,4.0,3693.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In",3.0,"Concrete, Mexican Tile",258.0
2733,651000.0,85749,-110.780379,32.257672,5.41,6225.53,1979,5,4.0,3393.0,5.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Almond, Countertops: Granite, Microwave: included, Oven: electric/dual",3.0,"Carpet, Ceramic Tile, Mexican Tile",0.0
2734,660000.0,85718,-110.954881,32.313543,0.95,5408.22,1989,5,4.0,3344.0,2.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Oven: Double",1.0,"Carpet, Mexican Tile",5.0
2735,645000.0,85743,-111.104823,32.307868,3.4,7274.7,2002,3,3.0,3582.0,3.0,"Dishwasher, Double Sink, Electric Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Oven: Electric",2.0,"Ceramic Tile, Concrete",0.0
2736,663500.0,85718,-110.905861,32.317521,0.47,5520.86,1993,3,3.0,3085.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Mexican Tile",126.0
2737,656650.0,85704,-110.973964,32.379987,3.61,7470.0,1995,7,6.0,2883.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",2.0,"Carpet, Ceramic Tile, Natural Stone",0.0
2738,677900.0,85750,-110.859218,32.320718,0.98,6950.51,1991,4,3.0,3122.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",41.0
2739,658000.0,85749,-110.738473,32.250254,0.83,6059.15,2007,4,4.0,3956.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Convection Microwave",2.0,"Carpet, Natural Stone",0.0
2740,650000.0,85750,-110.868934,32.314527,1.13,7163.77,1992,4,4.0,3417.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile, Wood",43.0
2741,670000.0,85718,-110.941324,32.339891,0.95,8369.34,2001,4,3.0,3482.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Other",159.0
2742,670000.0,85750,-110.863071,32.271746,0.52,4734.77,1992,4,3.0,3198.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Island, Lazy Susan, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Black, Countertops: Granite, Microwave: built in, Oven: double  ovens",3.0,"Carpet, Mexican Tile",95.0
2743,669000.0,85718,-110.920257,32.314017,0.13,5814.86,2005,3,3.0,3085.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Black, Countertops: Granite, Microwave: -, Oven: -",2.0,"Carpet, Ceramic Tile",193.0
2745,679000.0,85718,-110.900124,32.319156,0.46,5335.58,2002,3,3.0,3052.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",80.0
2746,675000.0,85718,-110.899559,32.319924,0.42,5625.57,2002,4,3.0,3052.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Concrete, Wood",80.0
2747,660000.0,85755,-110.951616,32.455558,0.91,6820.23,1999,3,3.0,2813.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",69.0
2748,667500.0,85755,-110.953895,32.458758,0.94,7333.12,2003,4,3.0,2947.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",72.0
2749,668000.0,85718,-110.924314,32.317306,0.94,5452.56,2004,3,3.0,2671.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Ceramic Tile, Other",183.0
2750,675000.0,85737,-110.987512,32.404975,0.71,6322.52,2000,4,3.0,3045.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile",51.0
2751,575000.0,85614,-110.960495,31.854446,0.87,4670.0,2002,3,3.0,3495.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Concrete",21.0
2752,625000.0,85716,-110.924956,32.218653,1.1,7792.0,1959,4,3.0,3317.0,2.0,"Dishwasher, Garbage Disposal, Oven",0.0,"Carpet, Concrete, Natural Stone, Wood",0.0
2753,610000.0,85737,-110.967838,32.408054,0.46,5696.56,2007,4,3.0,3420.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Concrete,50.0
2754,650000.0,85718,-110.904054,32.320225,0.47,5165.2,1995,4,3.0,3317.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",124.0
2755,644500.0,85749,-110.729025,32.263274,0.9,4206.0,2001,4,3.0,3533.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,Ceramic Tile,17.0
2756,662500.0,85750,-110.851912,32.319524,0.15,4175.35,2001,4,3.0,2771.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone, Wood",97.0
2757,660000.0,85749,-110.777255,32.249037,1.3,6636.83,1981,4,4.0,4234.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",62.0
2758,667500.0,85755,-110.980461,32.433703,0.5,1850.05,2017,4,4.0,3010.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Ceramic Tile",12.0
2759,655000.0,85750,-110.843446,32.315967,0.17,5717.34,1992,3,3.0,2566.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: slate",2.0,Mexican Tile,324.0
2760,660000.0,85750,-110.843613,32.317116,0.17,4971.7,1992,2,3.0,2245.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Missing: Wine Fridge, Microwave: Microwave, Oven: Oven",1.0,"Ceramic Tile, Mexican Tile",324.0
2761,645000.0,85750,-110.841658,32.31487,0.14,4374.93,1993,3,3.0,2201.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: marble/quartz, Microwave: drawer, Oven: in range",2.0,Mexican Tile,325.0
2762,660000.0,85718,-110.939204,32.311515,0.98,4535.32,1960,4,3.0,3069.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: stained concrete, Microwave: built in, Oven: wall",2.0,"Carpet, Concrete, Other: Brick",4.16
2763,679000.0,85750,-110.836534,32.322741,0.25,6589.2,1993,3,2.0,2811.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: Stainless",3.0,Concrete,142.0
2764,645500.0,85750,-110.823028,32.281683,0.68,6873.93,2003,4,4.0,3324.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Pantry: Walk-In, Water Purifier, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Ceramic Tile",125.0
2765,665000.0,85739,-110.861432,32.55005,0.36,2079.84,2017,2,3.0,2780.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Gas",1.0,"Ceramic Tile, Wood",180.0
2767,651500.0,85737,-110.948374,32.415039,0.82,6512.0,1995,5,3.0,3141.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In",2.0,Other: Porcelain Tile,83.0
2768,677500.0,85718,-110.933955,32.311996,0.83,6420.16,2005,4,4.0,3414.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Natural Stone",0.0
2769,660000.0,85755,-110.985034,32.457802,0.32,6051.68,2003,3,3.0,3497.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",90.0
2770,670000.0,85745,-110.986109,32.219053,0.05,5043.1,2007,3,2.0,1957.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Black",0.0,"Ceramic Tile, Concrete",99.0
2771,655000.0,85623,-110.927597,32.580515,0.21,3402.12,2014,2,3.0,2297.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Quartz, Microwave: GE Profile, Oven: GE Profile",1.0,"Carpet, Ceramic Tile",225.21
2772,650000.0,85737,-110.988878,32.400624,1.58,5814.99,1996,4,3.0,3250.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Wood",100.0
2773,665000.0,85704,-110.992536,32.324655,0.57,5090.06,2005,4,4.0,3227.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Concrete",40.0
2774,660000.0,85716,-110.919129,32.217393,1.2,4594.0,1973,4,4.0,3139.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",0.0
2775,660000.0,85755,-110.950734,32.455241,1.04,6791.0,1999,4,3.0,3013.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",67.0
2776,646000.0,85750,-110.843641,32.32622,0.55,6614.33,1996,3,3.0,2936.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",129.0
2778,650000.0,85712,-110.875515,32.264136,0.58,6364.22,2000,4,3.0,2604.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,Concrete,30.0
2779,649000.0,85737,-110.993183,32.397709,2.71,7431.0,2000,4,4.0,3378.0,3.0,"Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",45.0
2780,675000.0,85712,-110.886268,32.264726,0.4,6961.02,2001,4,4.0,3925.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",183.0
2781,525000.0,85718,-110.954484,32.331956,1.11,4513.67,1968,3,5.0,4823.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3.0,"Carpet, Ceramic Tile, Wood",0.0
2782,702000.0,85755,-110.983512,32.433025,0.92,6596.38,2001,4,4.0,3832.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",3.0,Ceramic Tile,10.0
2783,678000.0,85745,-111.041158,32.22205,3.31,12486.0,2006,3,3.0,4000.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,Ceramic Tile,125.0
2784,625000.0,85718,-110.882139,32.324652,0.79,4668.34,1978,4,3.0,3712.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Concrete, Natural Stone",215.0
2785,650000.0,85749,-110.732702,32.30663,2.87,3983.41,2000,3,4.0,2784.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile, Wood",0.0
2786,658000.0,85718,-110.947147,32.311878,0.93,3872.76,1983,5,4.0,3979.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Ceramic Tile, Wood",5.0
2787,550000.0,85716,-110.921841,32.232809,0.35,4326.7,1994,3,4.0,2500.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5.0,"Concrete, Wood",0.0
2790,665000.0,85658,-111.052743,32.435167,0.94,7768.23,2013,4,4.0,3541.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Other",60.0
2791,630000.0,85755,-110.989934,32.429542,0.84,6024.74,2001,4,4.0,3200.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",17.0
2792,640000.0,85742,-111.019872,32.386437,4.38,7205.45,2001,4,3.0,4098.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,Concrete,0.0
2793,595000.0,85750,-110.841341,32.318573,2.03,7547.79,1991,4,4.0,4263.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile",0.0
2794,650000.0,85718,-110.952421,32.305681,1.26,7926.55,1985,5,6.0,5303.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Concrete, Natural Stone, Wood",6.0
2795,650000.0,85745,-111.035502,32.214565,0.75,6890.07,2006,4,4.0,3433.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",82.0
2796,696000.0,85718,-110.900048,32.333103,1.53,8437.0,1979,5,5.0,4416.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Other",0.0
2797,650000.0,85742,-111.039285,32.440863,4.26,6713.23,2005,3,3.0,3380.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Concrete,116.0
2798,655000.0,85739,-110.904475,32.525477,0.21,4409.22,2002,3,3.0,3257.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",165.0
2799,682500.0,85749,-110.722658,32.246021,0.84,6046.81,1994,5,4.0,4654.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Concrete, Natural Stone",0.0
2800,653000.0,85749,-110.792129,32.304656,0.59,6133.5,2001,4,3.0,2825.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",42.0
2801,650000.0,85718,-110.908545,32.318511,0.17,5520.54,1992,3,3.0,2409.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,Ceramic Tile,323.0
2802,633000.0,85749,-110.729647,32.246364,0.56,5089.0,2002,5,4.0,3860.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",0.0
2803,620000.0,85739,-110.860839,32.546829,0.43,3903.0,2005,4,5.0,3738.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,Ceramic Tile,133.0
2804,650000.0,85739,-110.861399,32.544165,0.29,4195.28,2006,3,4.0,3603.0,3.0,"Dishwasher, Microwave, Oven",1.0,"Carpet, Ceramic Tile",133.0
2806,675000.0,85750,-110.85289,32.310823,0.94,6683.0,1992,4,4.0,4074.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3.0,"Carpet, Concrete, Mexican Tile",40.0
2807,650000.0,85718,-110.938212,32.334018,0.93,5583.0,1994,4,3.0,3554.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,Mexican Tile,14.0
2811,610000.0,85745,-111.058193,32.300134,4.86,6191.26,2004,3,4.0,4086.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",0.0
2812,633000.0,85718,-110.920697,32.283436,1.04,7247.35,2000,3,3.0,3587.0,4.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Natural Stone",52.0
2813,635000.0,85737,-110.945,32.399687,0.51,9396.0,1999,3,4.0,4093.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",213.0
